timestamp,open,high,low,close,volume
2024-12-28 06:00:00+00:00,94538.3,94567.755,94281.85,94319.9,0.005154284
2024-12-28 07:00:00+00:00,94359.91,94509.45,94217.6105,94233.007,0.104238163
